,URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code),no2_µg/m3,pm25_µg/m3,no2_x,no2_y,pm_x,pm_y
716,100718,209,Lewisham,2911.0,Kilmorie Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,700.0,2,No Special Classes,17-01-2019,680.0,342.0,338.0,6.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10069168.0,,Not applicable,23-03-2017,0,Not applicable,11-07-2019,Kilmorie Road,,,London,,SE23 2SP,www.kilmorieschool.co.uk,2082911250.0,Headteacher,Elisabeth,Stone,Head of School,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000023,Lewisham,E05000450,Perry Vale,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000023,536338.0,172903.0,,Lewisham 024,Lewisham 024C,,,,,,999,,,Outstanding,South-East England and South London,,100023255331.0,,E02000676,E01003314,33.97567,13.03117,536340.0,172900.0,536340.0,172900.0
719,100721,209,Lewisham,3325.0,St George's CofE Primary School,2,Voluntary aided school,4,LA maintained schools,2,Closed,0,Not applicable,,10,Academy Converter,30-04-2018,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE36,Diocese of Southwark,0,Not applicable,300.0,2,No Special Classes,18-01-2018,225.0,125.0,100.0,21.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,25-02-2016,0,Not applicable,19-09-2018,Perry Vale,Forest Hill,,London,,SE23 2NE,www.stgeorges.lewisham.sch.uk/,2086995127.0,Ms,Geraldine,Constable,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000450,Perry Vale,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000023,535515.0,172758.0,,Lewisham 027,Lewisham 027B,,,,,,999,,,Good,South-East England and South London,,100023255442.0,,E02000679,E01003310,35.26522,13.230889999999999,535520.0,172760.0,535520.0,172760.0
720,100722,209,Lewisham,3344.0,Good Shepherd RC School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,290.0,2,No Special Classes,17-01-2019,237.0,131.0,106.0,14.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10075977.0,,Not applicable,06-07-2016,0,Not applicable,11-07-2019,Moorside Road,Downham,,Bromley,Kent,BR1 5EP,http://www.goodshepherd.lewisham.sch.uk/,2086984173.0,Mr,Paul,Moriarty,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000442,Downham,E14000787,Lewisham East,A1,Urban major conurbation,E09000023,539874.0,171640.0,,Lewisham 037,Lewisham 037B,,,,,,999,,,Good,South-East England and South London,,100023568836.0,,E02006783,E01003237,31.43158,12.69565,539880.0,171640.0,539880.0,171640.0
722,100724,209,Lewisham,3374.0,St Margaret's Lee CofE Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE36,Diocese of Southwark,0,Not applicable,210.0,2,No Special Classes,17-01-2019,232.0,116.0,116.0,4.1,0,Not applicable,,,Not applicable,,Not under a federation,,,10074026.0,,Not applicable,12-11-2014,0,Not applicable,11-07-2019,Lee Church Street,,,London,,SE13 5SG,www.stmargaretslee.lewisham.sch.uk/,2088523151.0,Mr,Ian,Wilson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000438,Blackheath,E14000787,Lewisham East,A1,Urban major conurbation,E09000023,539396.0,175309.0,,Lewisham 009,Lewisham 009D,,,,,,999,,,Outstanding,South-East England and South London,,100023234203.0,,E02000661,E01003203,35.052,13.17694,539400.0,175300.0,539400.0,175300.0
723,100725,209,Lewisham,3416.0,St Augustine's Catholic Primary School and Nursery,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,250.0,2,No Special Classes,17-01-2019,229.0,119.0,110.0,7.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10075976.0,,Not applicable,28-06-2018,0,Not applicable,11-07-2019,Dunfield Road,,,London,,SE6 3RD,http://www.staugustines.lewisham.sch.uk,2086986083.0,Miss,Mary,Collins,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000437,Bellingham,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000023,537997.0,171320.0,,Lewisham 034,Lewisham 034D,,,,,,999,,,Good,South-East England and South London,,,,E02000686,E01003192,32.45729,12.79984,538000.0,171320.0,538000.0,171320.0
728,100730,209,Lewisham,3518.0,St Mary's Lewisham Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE36,Diocese of Southwark,0,Not applicable,210.0,2,No Special Classes,17-01-2019,226.0,114.0,112.0,24.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10074025.0,,Not applicable,13-07-2016,0,Not applicable,11-07-2019,329 Lewisham High Street,,,London,,SE13 6NX,www.st-marys.lewisham.sch.uk/,2086902613.0,Ms,Christine,Bernard,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000448,Lewisham Central,E14000789,"Lewisham, Deptford",A1,Urban major conurbation,E09000023,537996.0,174766.0,,Lewisham 012,Lewisham 012D,,,,,,999,,,Good,South-East England and South London,,200000555449.0,,E02000664,E01003291,41.00734,13.71502,538000.0,174760.0,538000.0,174760.0
730,100732,209,Lewisham,3588.0,Our Lady and St Philip Neri Roman Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,315.0,2,No Special Classes,17-01-2019,323.0,165.0,158.0,17.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10075974.0,,Not applicable,04-02-2015,0,Not applicable,11-07-2019,208 Sydenham Road,,,London,,SE26 5SE,www.olspn.school-uk.org,2087784386.0,Mr,Matthew,Ringham,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000452,Sydenham,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000023,536259.0,171533.0,,Lewisham 035,Lewisham 035D,,,,,,999,,,Good,South-East England and South London,,100023262826.0,,E02000687,E01003333,35.57553,13.272670000000002,536260.0,171540.0,536260.0,171540.0
731,100733,209,Lewisham,3594.0,St Saviour's Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,230.0,2,No Special Classes,17-01-2019,222.0,114.0,108.0,20.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10075973.0,,Not applicable,08-03-2016,0,Not applicable,11-07-2019,10 Bonfield Road,Lewisham,,London,,SE13 6AL,www.stsaviours.lewisham.sch.uk,2088524283.0,Mr,Dean,Houson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000448,Lewisham Central,E14000789,"Lewisham, Deptford",A1,Urban major conurbation,E09000023,538324.0,175333.0,,Lewisham 012,Lewisham 012F,,,,,,999,,,Good,South-East England and South London,,100023235382.0,,E02000664,E01033327,36.97833,13.34649,538320.0,175340.0,538320.0,175340.0
732,100734,209,Lewisham,3597.0,St Stephen's Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE36,Diocese of Southwark,0,Not applicable,210.0,2,No Special Classes,17-01-2019,249.0,122.0,127.0,13.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10074024.0,,Not applicable,21-03-2017,0,Not applicable,11-07-2019,Albyn Road,Deptford,,London,,SE8 4ED,www.ststephensce.co.uk/,2086921898.0,Miss,Frances,Holland,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000439,Brockley,E14000789,"Lewisham, Deptford",A1,Urban major conurbation,E09000023,537294.0,176489.0,,Lewisham 008,Lewisham 008E,,,,,,999,,,Good,South-East England and South London,,10023231343.0,,E02000660,E01033324,36.91389,13.35479,537300.0,176480.0,537300.0,176480.0
733,100735,209,Lewisham,3612.0,St Winifred's Catholic Infant and Nursery School,2,Voluntary aided school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31-03-2016,2,Primary,3.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,133.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Effingham Road,,,London,,SE12 8NS,www.stwinifredsinfant.lewisham.sch.uk/,2088520187.0,Miss,Margaret,Hanrahan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000447,Lee Green,E14000787,Lewisham East,A1,Urban major conurbation,E09000023,539444.0,174637.0,,Lewisham 013,Lewisham 013B,,,,,,999,,,,South-East England and South London,,,,E02000665,E01003283,33.882740000000005,13.012739999999999,539440.0,174640.0,539440.0,174640.0
734,100736,209,Lewisham,3642.0,Our Lady of Lourdes Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31-08-2007,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,420.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Belmont Hill,Lewisham,,London,,SE13 5DZ,,2088527337.0,Ms,A M,Day,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000438,Blackheath,E14000787,Lewisham East,A1,Urban major conurbation,E09000023,538912.0,175789.0,,Lewisham 007,Lewisham 007A,,,,,,999,,,,South-East England and South London,,,,E02000659,E01003199,34.91734,13.149370000000001,538920.0,175780.0,538920.0,175780.0
735,100737,209,Lewisham,3650.0,St William of York Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,210.0,2,No Special Classes,17-01-2019,230.0,122.0,108.0,8.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10075972.0,,Not applicable,06-02-2019,0,Not applicable,11-07-2019,Brockley Park,Forest Hill,,London,,SE23 1PS,www.swoy.lewisham.sch.uk/,2086902842.0,Mrs,Sharon,Lynch,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000441,Crofton Park,E14000789,"Lewisham, Deptford",A1,Urban major conurbation,E09000023,536366.0,173525.0,,Lewisham 019,Lewisham 019E,,,,,,999,,,Good,South-East England and South London,,100023253927.0,,E02000671,E01003230,34.69725,13.086039999999999,536360.0,173520.0,536360.0,173520.0
737,100739,209,Lewisham,3661.0,Holy Cross Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC19,Archdiocese of Southwark,0,Not applicable,210.0,2,No Special Classes,17-01-2019,241.0,99.0,142.0,8.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10071710.0,,Not applicable,09-12-2016,0,Not applicable,11-07-2019,Culverley Road,Catford,,London,,SE6 2LD,www.holycross.lewisham.sch.uk/,2086982675.0,Miss,Mary,Collins,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000440,Catford South,E14000787,Lewisham East,A1,Urban major conurbation,E09000023,537933.0,173402.0,,Lewisham 025,Lewisham 025A,,,,,,999,,,Outstanding,South-East England and South London,,100023570500.0,,E02000677,E01003216,35.06861,13.10965,537940.0,173400.0,537940.0,173400.0
751,100753,209,Lewisham,5200.0,Turnham Primary Foundation School,5,Foundation school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31-07-2018,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,0,Not applicable,576.0,2,No Special Classes,18-01-2018,418.0,227.0,191.0,18.9,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,,,Not applicable,28-03-2017,0,Not applicable,19-09-2018,Turnham Road,Brockley,,London,,SE4 2HH,http://www.turnhamprimaryfoundationschool.co.uk,2076390440.0,Miss,Davina,Belcher,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000453,Telegraph Hill,E14000789,"Lewisham, Deptford",A1,Urban major conurbation,E09000023,536124.0,175140.0,,Lewisham 010,Lewisham 010A,,,,,,999,,,Good,South-East England and South London,,100023272652.0,,E02000662,E01003336,35.48297,13.17237,536120.0,175140.0,536120.0,175140.0
752,100754,209,Lewisham,6032.0,St Dunstan's College,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01-01-1904,0,Not applicable,,0,Not applicable,3.0,18.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,2,Church of England,Church of England,0000,Not applicable,2,Selective,1056.0,2,No Special Classes,17-01-2019,911.0,527.0,384.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10017245.0,,Not applicable,,0,Not applicable,11-07-2019,Stanstead Road,Catford,,LONDON,,SE6 4TY,www.stdunstans.org.uk,2085167200.0,Mr,Nicholas,Hewlett,Headmaster,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000023,Lewisham,E05000451,Rushey Green,E14000787,Lewisham East,A1,Urban major conurbation,E09000023,537093.0,173490.0,,Lewisham 020,Lewisham 020A,ISI,1.0,96.0,Does not have boarders,,999,,,,South-East England and South London,,100023570500.0,,E02000672,E01003317,35.35329,13.158,537100.0,173480.0,537100.0,173480.0
754,100756,203,Greenwich,6295.0,Blackheath High School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,30-09-1980,0,Not applicable,,0,Not applicable,3.0,18.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,2,Girls,6,None,None,0000,Not applicable,0,Not applicable,826.0,2,No Special Classes,17-01-2019,720.0,0.0,720.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10008109.0,,Not applicable,,0,Not applicable,11-07-2019,27 Vanbrugh Park,Blackheath,,London,,SE3 7AG,,2088532929.0,Mrs,Carol,Chandler-Thompson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000011,Greenwich,E05000215,Blackheath Westcombe,E14000718,Greenwich and Woolwich,A1,Urban major conurbation,E09000011,540084.0,177322.0,,Greenwich 021,Greenwich 021A,ISI,1.0,72.0,Does not have boarders,,999,,,,South-East England and South London,,10010201475.0,,E02000333,E01001580,36.46758,13.33119,540080.0,177320.0,540080.0,177320.0
762,100764,209,Lewisham,7149.0,Meadowgate School,7,Community special school,5,Special schools,2,Closed,0,Not applicable,,2,Closure,31-08-2012,0,Not applicable,4.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,Revelon Road,Brockley,,London,,SE4 2PR,http://www.meadowgate.lewisham.sch.uk/,2076359022.0,Mr,Cassim,Bakharia,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",MSI - Multi-Sensory Impairment,PD - Physical Disability,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,H,London,E09000023,Lewisham,E05000453,Telegraph Hill,E14000789,"Lewisham, Deptford",A1,Urban major conurbation,E09000023,536086.0,175563.0,,Lewisham 010,Lewisham 010C,,,,,,999,,,,South-East England and South London,,,,E02000662,E01003342,36.07844,13.22272,536080.0,175560.0,536080.0,175560.0
764,100766,209,Lewisham,7182.0,Watergate School,12,Foundation special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,110.0,1,Has Special Classes,17-01-2019,113.0,80.0,33.0,32.7,1,Supported by a trust,1520.0,*Co-op Brent Knoll and Watergate Co-operative Trust,Not applicable,,Not under a federation,,,10077050.0,,Not applicable,07-03-2017,0,Not applicable,11-07-2019,Lushington Road,Bellingham,,London,,SE6 3WG,,2086956555.0,,Anne,O'Rorke,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",MSI - Multi-Sensory Impairment,PD - Physical Disability,MLD - Moderate Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,H,London,E09000023,Lewisham,E05000437,Bellingham,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000023,537621.0,171451.0,,Lewisham 034,Lewisham 034D,,,,,,999,,,Outstanding,South-East England and South London,,10023226873.0,,E02000686,E01003192,33.27579,12.881910000000001,537620.0,171460.0,537620.0,171460.0
765,100767,210,Southwark,1000.0,Kintore Way Nursery School and Children's Centre,15,Local authority nursery school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,1,Nursery,2.0,5.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,0,Not applicable,17-01-2019,251.0,136.0,115.0,3.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,25-04-2017,0,Not applicable,11-07-2019,Grange Road,,,London,,SE1 3BW,http://www.kintoreway.com/,2075251196.0,Ms,Rebecca,Sherwood,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000542,Grange,E14000553,Bermondsey and Old Southwark,A1,Urban major conurbation,E09000028,533656.0,179025.0,,Southwark 004,Southwark 004B,,,,,,999,,,Outstanding,South-East England and South London,,200003362593.0,,E02000810,E01003978,42.97831,14.256229999999999,533660.0,179020.0,533660.0,179020.0
766,100768,210,Southwark,1025.0,Ann Bernadt Nursery School,15,Local authority nursery school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,1,Nursery,2.0,5.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,,0,Not applicable,17-01-2019,136.0,80.0,56.0,6.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,06-02-2018,0,Not applicable,11-07-2019,29 Chandler Way,,Peckham,London,,SE15 6DT,www.annbernadtnursery.co.uk,2077031905.0,Ms,Lynne,Cooper,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000546,Peckham,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,533573.0,177117.0,,Southwark 019,Southwark 019B,,,,,,999,,,Good,South-East England and South London,,10009791130.0,,E02000825,E01004011,39.14445,13.62393,533580.0,177120.0,533580.0,177120.0
